Date,Region,New_Tests,Total_Tests,Positivity,Turn_Around
2020-09-23,Vancouver Island,653,63247,0.26,21.4
2020-09-24,BC,8426,512561,1.75,30.9
2020-09-24,Fraser,2558,181050,2.55,28.4
2020-09-24,Interior,964,63511,0.74,30.1
2020-09-24,Northern,444,18971,1.92,39.8
2020-09-24,Unknown,1083,16468,0,43.4
2020-09-24,Vancouver Coastal,2660,168597,2.16,29.7
2020-09-24,Vancouver Island,717,63964,0.27,21
2020-09-25,BC,7584,520145,1.65,40
2020-09-25,Fraser,2631,183681,2.35,46.7
2020-09-25,Interior,990,64501,0.59,30.3
2020-09-25,Northern,400,19371,1.84,43.3
2020-09-25,Unknown,166,16634,0,62.2
2020-09-25,Vancouver Coastal,2652,171249,2.15,40.3
2020-09-25,Vancouver Island,745,64709,0.22,21.1
2020-09-26,BC,7998,528143,1.61,32.1
2020-09-26,Fraser,3443,187124,2.24,34.2
2020-09-26,Interior,926,65427,0.54,30.5
2020-09-26,Northern,566,19937,1.73,47.8
2020-09-26,Unknown,140,16774,0,81.9
2020-09-26,Vancouver Coastal,2209,173458,2.04,25.9
2020-09-26,Vancouver Island,714,65423,0.23,20.4
2020-09-27,BC,5101,533244,1.58,29.3
2020-09-27,Fraser,2022,189146,2.05,29.5
2020-09-27,Interior,501,65928,0.51,32
2020-09-27,Northern,234,20171,1.82,35.7
2020-09-27,Unknown,14,16788,0,53.3
2020-09-27,Vancouver Coastal,1615,175073,2.1,30.7
2020-09-27,Vancouver Island,715,66138,0.13,21.4
2020-09-28,BC,5767,539011,1.55,26.1
2020-09-28,Fraser,1974,191120,2.08,30.4
2020-09-28,Interior,641,66569,0.47,27.8
2020-09-28,Northern,189,20360,1.74,33.5
2020-09-28,Unknown,9,16797,0,22.4
2020-09-28,Vancouver Coastal,2172,177245,1.98,23.4
2020-09-28,Vancouver Island,782,66920,0.12,19.7
2020-09-29,BC,9793,548804,1.53,30.5
2020-09-29,Fraser,4580,195700,1.97,27.7
2020-09-29,Interior,864,67433,0.41,32.4
2020-09-29,Northern,517,20877,1.44,28.9
2020-09-29,Unknown,56,16853,0,40.9
2020-09-29,Vancouver Coastal,2922,180167,1.93,37.3
2020-09-29,Vancouver Island,854,67774,0.12,21.3
2020-09-30,BC,10910,559714,1.44,52.6
2020-09-30,Fraser,4175,199875,1.85,56.5
2020-09-30,Interior,692,68125,0.34,36.5
2020-09-30,Northern,488,21365,1.23,27.8
2020-09-30,Unknown,114,16967,0,122.3
2020-09-30,Vancouver Coastal,4388,184555,1.79,59.2
2020-09-30,Vancouver Island,1053,68827,0.13,23.8
2020-10-01,BC,11888,571602,1.46,53.7
2020-10-01,Fraser,4489,204364,1.93,59.6
2020-10-01,Interior,1337,69462,0.32,36.9
2020-10-01,Northern,445,21810,1.16,32.3
2020-10-01,Unknown,232,17199,0,70.3
2020-10-01,Vancouver Coastal,4378,188933,1.71,60.7
2020-10-01,Vancouver Island,1007,69834,0.1,25.4
2020-10-02,BC,10957,582559,1.37,44.7
2020-10-02,Fraser,4244,208608,1.84,47.3
2020-10-02,Interior,1151,70613,0.29,35.6
2020-10-02,Northern,427,22237,1.01,33.6
2020-10-02,Unknown,309,17508,0,55.2
2020-10-02,Vancouver Coastal,3798,192731,1.58,50.7
2020-10-02,Vancouver Island,1028,70862,0.08,23.7
2020-10-03,BC,11131,593690,1.31,51
2020-10-03,Fraser,4275,212883,1.74,54.5
2020-10-03,Interior,848,71461,0.28,34.1
2020-10-03,Northern,439,22676,0.95,34.1
2020-10-03,Unknown,54,17562,0,99.1
2020-10-03,Vancouver Coastal,4507,197238,1.49,58
2020-10-03,Vancouver Island,1008,71870,0.14,23.5
2020-10-04,BC,11367,605057,1.26,44.3
2020-10-04,Fraser,4725,217608,1.73,47.9
2020-10-04,Interior,1104,72565,0.33,34.6
2020-10-04,Northern,189,22865,0.85,37.3
2020-10-04,Unknown,138,17700,0,29.9
2020-10-04,Vancouver Coastal,4274,201512,1.3,48.1
2020-10-04,Vancouver Island,937,72807,0.22,23.6
2020-10-05,BC,8265,613322,1.2,38.2
2020-10-05,Fraser,3346,220954,1.63,42.3
2020-10-05,Interior,610,73175,0.38,34.9
2020-10-05,Northern,165,23030,0.75,21.2
2020-10-05,Unknown,128,17828,0,40.9
2020-10-05,Vancouver Coastal,3198,204710,1.22,39.6
2020-10-05,Vancouver Island,818,73625,0.25,21.1
2020-10-06,BC,6786,620108,1.22,29.9
2020-10-06,Fraser,2512,223466,1.76,36.4
2020-10-06,Interior,899,74074,0.33,29.5
2020-10-06,Northern,266,23296,0.54,25.8
2020-10-06,Unknown,22,17850,0,21.3
2020-10-06,Vancouver Coastal,2074,206784,1.23,27.1
2020-10-06,Vancouver Island,1013,74638,0.26,21
2020-10-07,BC,12234,632342,1.19,35.4
2020-10-07,Fraser,5377,228843,1.71,39.6
2020-10-07,Interior,723,74797,0.36,33.8
2020-10-07,Northern,301,23597,0.67,38.4
2020-10-07,Unknown,54,17904,0,35.4
2020-10-07,Vancouver Coastal,4736,211520,1.14,33.4
2020-10-07,Vancouver Island,1043,75681,0.25,23.2
2020-10-08,BC,11214,643556,1.18,37.2
2020-10-08,Fraser,5125,233968,1.66,41.6
2020-10-08,Interior,1018,75815,0.36,35.9
2020-10-08,Northern,494,24091,0.48,34.9
2020-10-08,Unknown,47,17951,0,42.2
2020-10-08,Vancouver Coastal,3380,214900,1.15,35.9
2020-10-08,Vancouver Island,1150,76831,0.27,23.8
2020-10-09,BC,13177,656733,1.27,35.9
2020-10-09,Fraser,5094,239062,1.82,39
2020-10-09,Interior,1332,77147,0.38,46.4
2020-10-09,Northern,318,24409,0.69,32.9
2020-10-09,Unknown,314,18265,0,33.1
2020-10-09,Vancouver Coastal,4893,219793,1.2,33.2
2020-10-09,Vancouver Island,1226,78057,0.29,24.5
2020-10-10,BC,11176,667909,1.33,36.8
2020-10-10,Fraser,4830,243892,1.9,41.3
2020-10-10,Interior,1344,78491,0.36,44.7
2020-10-10,Northern,233,24642,0.92,34
2020-10-10,Unknown,263,18528,0,25.6
2020-10-10,Vancouver Coastal,3359,223152,1.27,32.9
2020-10-10,Vancouver Island,1147,79204,0.23,23
2020-10-11,BC,9857,677766,1.33,35.5
2020-10-11,Fraser,4193,248085,1.91,39.9
2020-10-11,Interior,898,79389,0.37,36.6
2020-10-11,Northern,157,24799,0.88,39.6
2020-10-11,Unknown,35,18563,0,32.7
2020-10-11,Vancouver Coastal,3457,226609,1.28,33.8
2020-10-11,Vancouver Island,1117,80321,0.2,22.7
2020-10-12,BC,5092,682858,1.48,27.4
2020-10-12,Fraser,2279,250364,2.15,31
2020-10-12,Interior,473,79862,0.34,22.5
2020-10-12,Northern,23,24822,0.95,14.8
2020-10-12,Unknown,62,18625,0,28.2
2020-10-12,Vancouver Coastal,1345,227954,1.43,27.7
2020-10-12,Vancouver Island,910,81231,0.21,20.8
2020-10-13,BC,5485,688343,1.56,24.6
2020-10-13,Fraser,1857,252221,2.31,29
2020-10-13,Interior,526,80388,0.44,17.2
2020-10-13,Northern,203,25025,1.1,49.8
2020-10-13,Unknown,11,18636,0,27.9
2020-10-13,Vancouver Coastal,1895,229849,1.43,21.5
2020-10-13,Vancouver Island,993,82224,0.21,20.9
2020-10-14,BC,9045,697388,1.59,23.5
2020-10-14,Fraser,3733,255954,2.42,26.2
2020-10-14,Interior,840,81228,0.4,21
2020-10-14,Northern,173,25198,1.19,21.8
2020-10-14,Unknown,29,18665,0,25.2
2020-10-14,Vancouver Coastal,3267,233116,1.44,21.4
2020-10-14,Vancouver Island,1003,83227,0.24,22.4
2020-10-15,BC,10878,708266,1.64,29.9
2020-10-15,Fraser,4957,260911,2.44,32.3
2020-10-15,Interior,697,81925,0.43,24.8
2020-10-15,Northern,250,25448,1.69,29.7
2020-10-15,Unknown,35,18700,0,30.5
2020-10-15,Vancouver Coastal,3694,236810,1.51,29.7
2020-10-15,Vancouver Island,1245,84472,0.25,24.1
2020-10-16,BC,8665,716931,1.82,31.3
2020-10-16,Fraser,3461,264372,2.79,35.7
2020-10-16,Interior,847,82772,0.52,32.2
2020-10-16,Northern,420,25868,1.3,34.3
2020-10-16,Unknown,24,18724,0,39
2020-10-16,Vancouver Coastal,2718,239528,1.61,29.2
2020-10-16,Vancouver Island,1195,85667,0.24,21.7
2020-10-17,BC,11213,728144,1.78,33.5
2020-10-17,Fraser,5053,269425,2.74,36.8
2020-10-17,Interior,777,83549,0.71,34.7
2020-10-17,Northern,265,26133,1.34,31.5
2020-10-17,Unknown,58,18782,0,40.2
2020-10-17,Vancouver Coastal,3814,243342,1.45,32.5
2020-10-17,Vancouver Island,1246,86913,0.23,23.1
2020-10-18,BC,8142,736286,1.99,35.3
2020-10-18,Fraser,3418,272843,3.14,38.4
2020-10-18,Interior,563,84112,0.76,47.4
2020-10-18,Northern,84,26217,1.27,33.2
2020-10-18,Unknown,87,18869,0,36.3
2020-10-18,Vancouver Coastal,2935,246277,1.59,33
2020-10-18,Vancouver Island,1055,87968,0.18,25.3
2020-10-19,BC,5339,741625,1.97,34.9
2020-10-19,Fraser,1920,274763,3.13,45.5
2020-10-19,Interior,608,84720,0.97,37.9
2020-10-19,Northern,139,26356,1.24,38.6
2020-10-19,Unknown,28,18897,0,47.4
2020-10-19,Vancouver Coastal,1668,247945,1.56,28.6
2020-10-19,Vancouver Island,976,88944,0.16,22.2
2020-10-20,BC,10506,752131,1.98,27.2
2020-10-20,Fraser,4648,279411,3.19,33.4
2020-10-20,Interior,854,85574,1,27.6
2020-10-20,Northern,155,26511,1.35,28.5
2020-10-20,Unknown,105,19002,0,25.9
2020-10-20,Vancouver Coastal,3657,251602,1.41,21.8
2020-10-20,Vancouver Island,1087,90031,0.13,18.5
2020-10-21,BC,10458,762589,2.25,29.3
2020-10-21,Fraser,4685,284096,3.64,34.5
2020-10-21,Interior,721,86295,1.32,26.6
2020-10-21,Northern,228,26739,1.3,30.5
2020-10-21,Unknown,143,19145,0,32.3
2020-10-21,Vancouver Coastal,3585,255187,1.49,25.8
2020-10-21,Vancouver Island,1096,91127,0.16,19.9
2020-10-22,BC,6630,769219,2.48,30.1
2020-10-22,Fraser,2913,287009,4.01,35.9
2020-10-22,Interior,712,87007,1.61,30.2
2020-10-22,Northern,225,26964,1.39,34.8
2020-10-22,Unknown,42,19187,0,33.8
2020-10-22,Vancouver Coastal,1889,257076,1.65,25.3
2020-10-22,Vancouver Island,849,91976,0.15,19.4
2020-10-23,BC,12196,781415,2.42,32.1
2020-10-23,Fraser,5629,292638,3.81,34.2
2020-10-23,Interior,846,87853,1.75,35.4
2020-10-23,Northern,222,27186,2.05,33
2020-10-23,Unknown,252,19439,0,38.8
2020-10-23,Vancouver Coastal,4219,261295,1.59,29.9
2020-10-23,Vancouver Island,1028,93004,0.14,24.6
2020-10-24,BC,9237,790652,2.75,27.6
2020-10-24,Fraser,4566,297204,4.42,29.8
2020-10-24,Interior,729,88582,1.69,30.8
2020-10-24,Northern,194,27380,2,35
2020-10-24,Unknown,118,19557,0,26.2
2020-10-24,Vancouver Coastal,2864,264159,1.7,23.7
2020-10-24,Vancouver Island,766,93770,0.13,24.6
2020-10-25,BC,6775,797427,2.87,30.5
2020-10-25,Fraser,3188,300392,4.6,30.9
2020-10-25,Interior,528,89110,1.86,31.1
2020-10-25,Northern,122,27502,2.1,28.4
2020-10-25,Unknown,96,19653,0,34
2020-10-25,Vancouver Coastal,2258,266417,1.69,31.3
2020-10-25,Vancouver Island,583,94353,0.14,25
2020-10-26,BC,5155,802582,3.07,22.2
2020-10-26,Fraser,2280,302672,4.91,24.3
2020-10-26,Interior,519,89629,2.02,19.5
2020-10-26,Northern,138,27640,2.41,32.3
2020-10-26,Unknown,36,19689,0,37.4
2020-10-26,Vancouver Coastal,1491,267908,1.73,20.5
2020-10-26,Vancouver Island,691,95044,0.16,18.4
2020-10-27,BC,9669,812251,3.14,21.4
2020-10-27,Fraser,4269,306941,4.95,22.7
2020-10-27,Interior,666,90295,2.05,21.6
2020-10-27,Northern,180,27820,3.13,16.4
2020-10-27,Unknown,111,19800,0,20.2
2020-10-27,Vancouver Coastal,3669,271577,1.8,20
2020-10-27,Vancouver Island,774,95818,0.24,21.3
2020-10-28,BC,10257,822508,3.13,25.8
2020-10-28,Fraser,4495,311436,4.98,26.5
2020-10-28,Interior,640,90935,1.88,24.8
2020-10-28,Northern,232,28052,3.43,20.5
2020-10-28,Unknown,115,19915,0,31.4
2020-10-28,Vancouver Coastal,3584,275161,1.8,26.3
2020-10-28,Vancouver Island,1191,97009,0.15,22.8
2020-10-29,BC,10513,833021,3.15,25.9
2020-10-29,Fraser,4494,315930,5.16,28.2
2020-10-29,Interior,917,91852,1.61,27.6
2020-10-29,Northern,258,28310,3.34,26.4
2020-10-29,Unknown,169,20084,0,24.7
2020-10-29,Vancouver Coastal,3591,278752,1.73,23.8
2020-10-29,Vancouver Island,1084,98093,0.16,21.6
2020-10-30,BC,9609,842630,3.48,25
2020-10-30,Fraser,4436,320366,5.73,27.1
2020-10-30,Interior,740,92592,1.54,28.2
2020-10-30,Northern,228,28538,2.96,25.2
2020-10-30,Unknown,133,20217,0,27.4
2020-10-30,Vancouver Coastal,3134,281886,1.96,22
2020-10-30,Vancouver Island,938,99031,0.23,22.1
2020-10-31,BC,8651,851281,3.66,26.2
2020-10-31,Fraser,3944,324310,5.93,26.8
2020-10-31,Interior,732,93324,1.67,29.8
2020-10-31,Northern,150,28688,3.06,36.9
2020-10-31,Unknown,103,20320,0,27.5
2020-10-31,Vancouver Coastal,3021,284907,2.23,24.4
2020-10-31,Vancouver Island,701,99732,0.3,24.8
2020-11-01,BC,6670,857951,3.91,31.8
2020-11-01,Fraser,3316,327626,6.36,32.5
2020-11-01,Interior,553,93877,1.62,33.8
2020-11-01,Northern,90,28778,3.06,39.7
2020-11-01,Unknown,63,20383,0,40.5
2020-11-01,Vancouver Coastal,2156,287063,2.37,30.8
2020-11-01,Vancouver Island,492,100224,0.37,25.9
2020-11-02,BC,4866,862817,4.07,23.6
2020-11-02,Fraser,2062,329688,6.59,25.8
2020-11-02,Interior,611,94488,1.46,26.8
2020-11-02,Northern,115,28893,2.87,34.6
2020-11-02,Unknown,21,20404,0,39.3
2020-11-02,Vancouver Coastal,1505,288568,2.59,22.6
2020-11-02,Vancouver Island,552,100776,0.4,11.6
2020-11-03,BC,9897,872714,4.23,25.4
2020-11-03,Fraser,4309,333997,6.73,28.6
2020-11-03,Interior,772,95260,1.59,24.6
2020-11-03,Northern,172,29065,2.73,38.1
2020-11-03,Unknown,97,20501,0,26.5
2020-11-03,Vancouver Coastal,3742,292310,2.86,24.2
2020-11-03,Vancouver Island,805,101581,0.38,11.5
2020-11-04,BC,11068,883782,4.69,29.1
2020-11-04,Fraser,5199,339196,7.26,31.7
2020-11-04,Interior,706,95966,1.89,25.6
2020-11-04,Northern,159,29224,2.65,29
2020-11-04,Unknown,99,20600,0,39.3
2020-11-04,Vancouver Coastal,3951,296261,3.31,29.1
2020-11-04,Vancouver Island,954,102535,0.51,16.4
2020-11-05,BC,10733,894515,4.92,27.1
2020-11-05,Fraser,4819,344015,7.43,29.1
2020-11-05,Interior,848,96814,2.16,25
2020-11-05,Northern,295,29519,3.06,27.8
2020-11-05,Unknown,100,20700,0,32.8
2020-11-05,Vancouver Coastal,3640,299901,3.57,27.9
2020-11-05,Vancouver Island,1031,103566,0.57,15.9
2020-11-06,BC,9569,904084,5.02,27.7
2020-11-06,Fraser,4424,348439,7.43,29.6
2020-11-06,Interior,802,97616,2.39,24.7
2020-11-06,Northern,215,29734,3.6,30.2
2020-11-06,Unknown,84,20784,0,36.6
2020-11-06,Vancouver Coastal,3218,303119,3.74,28.4
2020-11-06,Vancouver Island,826,104392,0.56,15.9
2020-11-07,BC,8129,912213,5.42,27.9
2020-11-07,Fraser,4254,352693,7.93,30.4
2020-11-07,Interior,720,98336,2.79,28.4
2020-11-07,Northern,229,29963,3.84,30.9
2020-11-07,Unknown,30,20814,0,37.7
2020-11-07,Vancouver Coastal,2274,305393,4.01,26.7
2020-11-07,Vancouver Island,622,105014,0.62,13.4
2020-11-08,BC,10734,922947,5.28,36.6
2020-11-08,Fraser,5041,357734,7.66,38.1
2020-11-08,Interior,650,98986,3.07,27.9
2020-11-08,Northern,132,30095,4.1,27.1
2020-11-08,Unknown,145,20959,0,44.4
2020-11-08,Vancouver Coastal,4008,309401,3.87,38.1
2020-11-08,Vancouver Island,758,105772,0.72,26.9
2020-11-09,BC,5877,928824,5.43,26.5
2020-11-09,Fraser,2547,360281,7.79,31
2020-11-09,Interior,545,99531,3.31,26.1
2020-11-09,Northern,91,30186,4.25,19.6
2020-11-09,Unknown,10,20969,0,37.4
2020-11-09,Vancouver Coastal,1925,311326,4.06,25.7
2020-11-09,Vancouver Island,759,106531,0.8,14.6
2020-11-10,BC,10763,939587,5.86,26.1
2020-11-10,Fraser,5335,365616,8.43,29.9
2020-11-10,Interior,727,100258,3.5,23.5
2020-11-10,Northern,134,30320,4.38,25
2020-11-10,Unknown,79,21048,0,25.9
2020-11-10,Vancouver Coastal,3643,314969,4.24,24.1
2020-11-10,Vancouver Island,845,107376,0.93,13
2020-11-11,BC,12492,952079,5.87,29.2
2020-11-11,Fraser,6477,372093,8.35,30.3
2020-11-11,Interior,617,100875,3.48,28.6
2020-11-11,Northern,228,30548,4.91,30.9
2020-11-11,Unknown,222,21270,0,29.7
2020-11-11,Vancouver Coastal,3873,318842,4.28,31.3
2020-11-11,Vancouver Island,1075,108451,0.93,15.7
2020-11-12,BC,9563,961642,6.13,31
2020-11-12,Fraser,4645,376738,8.74,32
2020-11-12,Interior,779,101654,3.6,34
2020-11-12,Northern,142,30690,4.61,29.1
2020-11-12,Unknown,121,21391,0,42.1
2020-11-12,Vancouver Coastal,3050,321892,4.34,33
2020-11-12,Vancouver Island,826,109277,1.17,13.7
2020-11-13,BC,10685,972327,6.19,26.8
2020-11-13,Fraser,4602,381340,8.88,27.3
2020-11-13,Interior,1045,102699,3.58,29.4
2020-11-13,Northern,241,30931,4.43,34.3
2020-11-13,Unknown,355,21746,0,27.8
2020-11-13,Vancouver Coastal,3271,325163,4.45,26.4
2020-11-13,Vancouver Island,1171,110448,1.21,21.6
2020-11-14,BC,12605,984932,6.34,28.2
2020-11-14,Fraser,6054,387394,9.27,29.8
2020-11-14,Interior,718,103417,3.58,35.9
2020-11-14,Northern,210,31141,4.84,29.2
2020-11-14,Unknown,401,22147,0,22.9
2020-11-14,Vancouver Coastal,4115,329278,4.46,26.2
2020-11-14,Vancouver Island,1107,111555,1.19,23.3
2020-11-15,BC,9486,994418,6.57,31.7
2020-11-15,Fraser,4543,391937,9.56,35.4
2020-11-15,Interior,811,104228,3.45,26.6
2020-11-15,Northern,128,31269,5.28,31.4
2020-11-15,Unknown,173,22320,0,29.7
2020-11-15,Vancouver Coastal,2559,331837,4.81,33.9
2020-11-15,Vancouver Island,1272,112827,1.25,17.5
2020-11-16,BC,6866,1001284,6.58,27.4
2020-11-16,Fraser,3143,395080,9.49,31.3
2020-11-16,Interior,557,104785,3.35,19.7
2020-11-16,Northern,173,31442,5.73,38.4
2020-11-16,Unknown,39,22359,0,30.2
2020-11-16,Vancouver Coastal,2074,333911,4.87,28.6
2020-11-16,Vancouver Island,880,113707,1.39,12.9
2020-11-17,BC,11270,1012554,6.6,25.8
2020-11-17,Fraser,5226,400306,9.48,29.1
2020-11-17,Interior,963,105748,3.44,23.8
2020-11-17,Northern,212,31654,5.7,28.5
2020-11-17,Unknown,83,22442,0,27.3
2020-11-17,Vancouver Coastal,3866,337777,4.99,24.6
2020-11-17,Vancouver Island,920,114627,1.52,13.5
2020-11-18,BC,13948,1026502,6.76,30.1
2020-11-18,Fraser,6946,407252,9.68,32.9
2020-11-18,Interior,728,106476,3.55,29.6
2020-11-18,Northern,271,31925,6.32,27.4
2020-11-18,Unknown,190,22632,0,26.9
2020-11-18,Vancouver Coastal,4438,342215,5.16,31.1
2020-11-18,Vancouver Island,1375,116002,1.54,14.1
2020-11-19,BC,11197,1037699,6.71,28.3
2020-11-19,Fraser,5189,412441,9.58,32.2
2020-11-19,Interior,913,107389,3.52,31.2
2020-11-19,Northern,353,32278,6.8,32.2
2020-11-19,Unknown,80,22712,0,38.5
2020-11-19,Vancouver Coastal,2980,345195,5.32,28.8
2020-11-19,Vancouver Island,1682,117684,1.4,12.7
2020-11-20,BC,14892,1052591,6.87,33.1
2020-11-20,Fraser,7773,420214,9.64,35.8
2020-11-20,Interior,820,108209,3.85,36.3
2020-11-20,Northern,294,32572,8.29,26.2
2020-11-20,Unknown,343,23055,0,33.6
2020-11-20,Vancouver Coastal,4482,349677,5.2,32.5
2020-11-20,Vancouver Island,1180,118864,1.52,16.9
2020-11-21,BC,11791,1064382,6.63,31.6
2020-11-21,Fraser,6482,426696,9.16,34.3
2020-11-21,Interior,585,108794,3.87,35.2
2020-11-21,Northern,338,32910,7.74,28.4
2020-11-21,Unknown,179,23234,0,45
2020-11-21,Vancouver Coastal,3004,352681,5.01,30.7
2020-11-21,Vancouver Island,1203,120067,1.52,16.3
2020-11-22,BC,9896,1074278,6.73,33.1
2020-11-22,Fraser,4808,431504,9.17,34.1
2020-11-22,Interior,1037,109831,4.14,43.5
2020-11-22,Northern,136,33046,7.99,21.7
2020-11-22,Unknown,169,23403,0,35.2
2020-11-22,Vancouver Coastal,2603,355284,5.2,34.8
2020-11-22,Vancouver Island,1143,121210,1.48,16.4
2020-11-23,BC,11176,1085454,6.57,39.4
2020-11-23,Fraser,4954,436458,9.01,41.1
2020-11-23,Interior,904,110735,4.67,43.4
2020-11-23,Northern,241,33287,7.97,40
2020-11-23,Unknown,107,23510,0,64.4
2020-11-23,Vancouver Coastal,3775,359059,4.9,41.7
2020-11-23,Vancouver Island,1195,122405,1.36,19.9
2020-11-24,BC,11707,1097161,6.64,27.2
2020-11-24,Fraser,5486,441944,9.04,30.9
2020-11-24,Interior,1171,111906,4.89,32
2020-11-24,Northern,365,33652,8.81,37.1
2020-11-24,Unknown,86,23596,0,27.1
2020-11-24,Vancouver Coastal,3383,362442,4.98,23.7
2020-11-24,Vancouver Island,1216,123621,1.36,12.6
2020-11-25,BC,13314,1110475,6.67,30.4
2020-11-25,Fraser,6572,448516,9.13,34.9
2020-11-25,Interior,1254,113160,5.03,30.7
2020-11-25,Northern,376,34028,8.61,29.5
2020-11-25,Unknown,69,23665,0,36.5
2020-11-25,Vancouver Coastal,3532,365974,4.88,28.5
2020-11-25,Vancouver Island,1511,125132,1.43,14.5
2020-11-26,BC,14545,1125020,6.56,34.5
2020-11-26,Fraser,7233,455749,8.9,36.5
2020-11-26,Interior,1157,114317,5.27,31.7
2020-11-26,Northern,383,34411,8.49,33.3
2020-11-26,Unknown,105,23770,0,51.5
2020-11-26,Vancouver Coastal,4166,370140,4.71,37
2020-11-26,Vancouver Island,1501,126633,1.44,19.2
2020-11-27,BC,15050,1140070,6.28,32.3
2020-11-27,Fraser,6921,462670,8.48,35.1
2020-11-27,Interior,1460,115777,5.47,30.2
2020-11-27,Northern,478,34889,7.81,34
2020-11-27,Unknown,139,23909,0,39.8
2020-11-27,Vancouver Coastal,4491,374631,4.56,34.4
2020-11-27,Vancouver Island,1561,128194,1.43,14.4
2020-11-28,BC,12858,1152928,6.34,30.2
2020-11-28,Fraser,6883,469553,8.49,31.2
2020-11-28,Interior,898,116675,5.47,32.7
2020-11-28,Northern,409,35298,8.29,35.6
2020-11-28,Unknown,90,23999,0,43.5
2020-11-28,Vancouver Coastal,3206,377837,4.68,31.5
2020-11-28,Vancouver Island,1372,129566,1.58,18.1
2020-11-29,BC,9551,1162479,6.37,29.6
2020-11-29,Fraser,4919,474472,8.55,31.2
2020-11-29,Interior,965,117640,5.72,34.7
2020-11-29,Northern,115,35413,8.07,18.7
2020-11-29,Unknown,108,24107,0,22.6
2020-11-29,Vancouver Coastal,2543,380380,4.53,30.6
2020-11-29,Vancouver Island,901,130467,1.65,15.1
2020-11-30,BC,8653,1171132,6.39,35.8
2020-11-30,Fraser,3591,478063,8.48,37
2020-11-30,Interior,977,118617,6,37.2
2020-11-30,Northern,462,35875,8.42,48
2020-11-30,Unknown,77,24184,0,60.5
2020-11-30,Vancouver Coastal,2536,382916,4.56,37.1
2020-11-30,Vancouver Island,1010,131477,1.65,20
2020-12-01,BC,12238,1183370,6.32,25.9
2020-12-01,Fraser,6060,484123,8.34,28
2020-12-01,Interior,1072,119689,6.26,34.4
2020-12-01,Northern,351,36226,7.93,33.6
2020-12-01,Unknown,333,24517,0,24.1
2020-12-01,Vancouver Coastal,3321,386237,4.54,22.9
2020-12-01,Vancouver Island,1101,132578,1.59,13
2020-12-02,BC,12296,1195666,6.28,28.6
2020-12-02,Fraser,5818,489941,8.26,28.6
2020-12-02,Interior,1319,121008,6.4,39.9
2020-12-02,Northern,369,36595,8.49,29.1
2020-12-02,Unknown,297,24814,0,26.7
2020-12-02,Vancouver Coastal,3196,389433,4.52,29.6
2020-12-02,Vancouver Island,1297,133875,1.53,14.7
2020-12-03,BC,14593,1210259,6.23,30.5
2020-12-03,Fraser,6666,496607,8.21,31
2020-12-03,Interior,1522,122530,6.32,41.1
2020-12-03,Northern,403,36998,8.89,30.5
2020-12-03,Unknown,396,25210,0,31.7
2020-12-03,Vancouver Coastal,4151,393584,4.47,29.6
2020-12-03,Vancouver Island,1455,135330,1.52,19.6
2020-12-04,BC,10674,1220933,6.44,25.8
2020-12-04,Fraser,4676,501283,8.55,27.2
2020-12-04,Interior,1470,124000,6.1,33.2
2020-12-04,Northern,476,37474,9.32,32.7
2020-12-04,Unknown,255,25465,0,14.3
2020-12-04,Vancouver Coastal,2470,396054,4.74,25
2020-12-04,Vancouver Island,1327,136657,1.47,14.2
2020-12-05,BC,14605,1235538,6.25,28.9
2020-12-05,Fraser,7083,508366,8.36,30.1
2020-12-05,Interior,1478,125478,6.18,27
2020-12-05,Northern,443,37917,9.66,29
2020-12-05,Unknown,148,25613,0,39
2020-12-05,Vancouver Coastal,4179,400233,4.45,29.2
2020-12-05,Vancouver Island,1274,137931,1.23,21.9
2020-12-06,BC,9224,1244762,6.14,28
2020-12-06,Fraser,4265,512631,8.22,30.2
2020-12-06,Interior,1132,126610,6.14,26.2
2020-12-06,Northern,265,38182,9.57,27.8
2020-12-06,Unknown,69,25682,0,42.1
2020-12-06,Vancouver Coastal,2604,402837,4.35,28.5
2020-12-06,Vancouver Island,889,138820,1.25,17.4
2020-12-07,BC,6981,1251743,6.32,24.1
2020-12-07,Fraser,3549,516180,8.52,29.3
2020-12-07,Interior,791,127401,5.87,21.1
2020-12-07,Northern,199,38381,9.74,26
2020-12-07,Unknown,25,25707,0,21.5
2020-12-07,Vancouver Coastal,1705,404542,4.45,19.5
2020-12-07,Vancouver Island,712,139532,1.3,11.9
2020-12-08,BC,13005,1264748,6.13,23.7
2020-12-08,Fraser,5753,521933,8.25,26.1
2020-12-08,Interior,1377,128778,6.03,24.7
2020-12-08,Northern,345,38726,10.36,32.5
2020-12-08,Unknown,116,25823,0,25
2020-12-08,Vancouver Coastal,4222,408764,4.2,21.8
2020-12-08,Vancouver Island,1192,140724,1.14,14.3
2020-12-09,BC,12671,1277419,6.13,25.4
2020-12-09,Fraser,5922,527855,8.27,28.4
2020-12-09,Interior,1356,130134,6.06,24.2
2020-12-09,Northern,432,39158,10.07,30.1
2020-12-09,Unknown,105,25928,0,37.9
2020-12-09,Vancouver Coastal,3494,412258,4.18,23.4
2020-12-09,Vancouver Island,1362,142086,1.06,15.9
2020-12-10,BC,10586,1288005,6.53,25.1
2020-12-10,Fraser,5083,532938,8.79,29.1
2020-12-10,Interior,1337,131471,6.62,23.9
